200,591490868145
226,70511987683
298,181818520836
324,295447529521
210,053904532239
431,198373539394
236,167533540923
457,312002548078
328,393912078026
354,50754108671
337,856325742119
363,969954750804
481,417219649216
614,433774667773
507,5308486579
640,547403676458
283,441886252034
477,840257513386
542,082644212804
736,481015474155
458,762279360684
772,836017239953
653,160650622036
967,234388501304
375,814838342194
570,213209603546
551,135231450844
745,533602712196
758,009737657428
988,763110684577
952,40810891878
1183,16148194593
198,851924077198
381,336589776712
343,919727839645
526,404393539159
208,314337741292
476,936282858202
390,799003440806
659,420948557716
316,832437402832
667,601845355014
409,205389492993
759,974797445174
622,950671473357
838,877764917982
973,720079425539
1189,64717287016
326,654345287079
509,139010986593
527,155128968024
709,639794667538
492,152830511482
853,704044500506
842,922238463664
1204,47345245269
551,967952428269
734,452618127783
800,376976078739
1151,14638403092
876,022877463678
1285,48233142223
1058,50754316319
1636,25173937441
363,872898750845
448,097640013041
472,877188327803
557,10192959
416,844513018291
649,402943949714
501,069254280488
733,627685211911
514,570684949868
598,795426212064
567,542299217314
651,767040479511
679,007954445325
855,533710067236
763,232695707522
939,758451329433
378,006450732117
618,602228685143
534,48821641883
775,083994371857
528,70423693114
740,618982536352
769,300014884166
981,214760489379
430,978064999563
671,57384295259
797,527044675683
1038,12282262871
711,013972040741
1132,99593163536
951,609749993767
1373,59170958839
446,723294134733
699,232777649597
716,77801401977
969,287497534635
582,605446828247
976,214308067748
835,114930343111
1228,72379158261
495,98696405775
904,867484263444
631,869116751264
1040,74963695696
813,519160052543
1072,95545410052
1222,39968025824
1481,83597430621
644,939052232526
897,44853574739
970,426752036062
1222,93623555093
694,202722155543
1067,16789806883
1103,08324236124
1476,04841827453
780,821204926039
1033,3306884409
1045,93606832615
1454,81658853185
1229,86304608404
1542,45538559391
1482,3725295989
1951,3359057996
198,421153572302
224,534782580986
397,056734913089
423,170363921773
284,60093169673
606,790654391981
310,714560705414
632,904283400665
543,241436753567
569,355065762252
629,421214877995
655,53484388668
797,309998012852
1007,04391749174
823,423627021537
1033,15754650043
487,443871009146
681,842242270498
847,129882658012
1041,52825391936
879,782126089181
1294,90111765655
1074,18049735053
1489,2994889179
656,534187559641
850,932558820993
1048,87244263968
1243,27081390103
1139,77434056297
1587,5455755615
1334,17271182432
1781,94394682286
452,329185033606
536,553926295802
662,37872829866
746,603469560856
582,018163761387
915,621848380905
666,242905023584
999,846589643102
741,35190247045
993,861385985314
953,951419624298
1206,46090313916
1112,45187604358
1448,6055345519
1364,96135955845
1701,11501806676
820,044833204013
904,26957446621
1085,52735638757
1169,75209764976
1156,58552253963
1583,11847603126
1409,09500605449
1835,62795954612
949,733811931795
1033,95855319399
1369,18503969348
1621,69452320834
1338,77047646981
1919,27213453957
1422,99521773201
2171,78161805444
285,827234071208
468,311899770722
531,94029152175
714,424957221264
372,007012195636
741,674211000642
554,49167789515
924,158876700156
630,647517252473
813,132182951987
932,678488853998
1115,16315455351
932,193554621514
1357,7786675775
1114,67822032103
1540,26333327702
555,608384304731
796,204162257757
813,13540367954
1053,73118163257
923,324032475138
1236,28403176845
1163,91981042816
1476,87980972147
685,297363032512
925,893140985538
1268,86420468002
1509,45998263304
1066,37852376179
1705,37834532779
1306,97430171481
1945,97412328081
609,980069449798
960,749477401979
1017,14355720842
1367,9129651606
779,070386000293
1309,78801511338
1129,83979395247
1660,55742306556
879,76121968332
1288,64173988901
1092,36073683717
1501,24125704286
1298,33866936621
1634,49232787452
1707,2191895719
2043,37284808021
1002,31832452983
1353,08773248201
1464,91479220695
1815,68420015913
1294,9948397525
1769,00526935388
1703,87535995819
2177,88578955958
1387,25983455742
1738,02924250961
1723,44555038344
2132,32607058914
1973,41044358901
2321,01012133929
2324,17985154119
2729,89064154499
199,041797836378
225,155426845062
296,632125489069
322,745754497754
377,841925478229
598,986394485384
403,955554486913
625,100023494068
505,802253106683
703,100811147872
684,602380748534
881,900938789722
658,825560677873
961,179829674188
856,124118719061
1158,47838771538
281,892193220267
476,290564481618
540,532951181036
734,931322442388
636,170620389341
950,24435826861
1001,7539206832
1315,82765856247
543,602859288184
738,001230549536
897,881286457259
1263,46458675111
925,797758603418
1335,50916569099
1120,19612986477
1701,09246598485
258,244871399014
440,729537098528
403,31267516146
585,797340860974
437,044999040865
705,666944157775
619,529664740379
888,151609857289
376,225384724648
726,994792676829
637,936050792566
988,705458744747
682,343618795173
1067,60842621756
1033,11302674735
1418,37783416974
565,005326669319
918,674921401337
765,506110350264
1119,17570508228
730,503811893722
1092,05502588275
1252,45814887841
1614,00936286743
959,656647788266
1313,32624252028
1208,06567143874
1730,02000842342
1283,71157282368
1693,17102678222
1637,38116755569
2215,12536376691
196,871460540535
231,156561195281
395,507041881321
429,792142536067
452,38895264272
774,578675337971
486,674053297466
808,863775992717
720,649777782224
926,119807469474
976,16726988441
1181,63729957166
974,71833904151
1353,78997249816
1180,18836872876
1559,26000218541
345,220181393024
535,876318738599
591,333238843566
781,989376189141
868,998498634713
1170,54453600375
1230,83956501279
1532,38560238183
600,737673495209
791,393810840785
1340,367184214
1702,20825059207
970,404872300215
1765,4673629375
1161,06100964579
2127,30842931558
485,894177977379
688,464020884792
845,580189626244
1048,15003253366
824,322208505631
1307,56236150896
1026,89205141304
1510,13220441637
669,373016771613
1028,31389636986
1007,80104729987
1366,74192689811
1076,53650453023
1538,51867641295
1435,47738412848
1897,45955601119
1057,19046711784
1430,94523905776
1472,3094586852
1846,06423062512
1240,66930591207
1703,26577358919
1770,79511454282
2233,39158221994
1395,61849764609
1769,37326958601
1794,94852991742
2325,07433854817
1934,29163056792
2381,099138949
2308,04640250784
2911,22494757975
362,323205719077
446,547946981274
471,327495296036
555,552236558233
584,632533964281
817,190964895704
668,857275226478
901,415706157901
691,979025978525
947,388696273226
914,288354223729
1169,69802451843
856,416295473982
1202,27976507365
1111,82596576868
1457,68943536835
594,715977091564
847,225460606428
864,770696976602
1117,28018049147
971,889769249781
1297,37746905332
1395,58418179715
1721,07188160069
899,935843762835
1152,4453272777
1277,10963592105
1700,80404846842
1293,54470500234
1726,15147707905
1546,0541885172
2149,84588962642
450,779492001839
543,175704910097
660,829035266893
753,225248175151
749,806184707377
1083,4098693269
842,202397615635
1175,80608223515
889,344585427281
1150,02554058821
1271,28181655889
1531,96277171981
1260,44455900041
1765,93593148648
1521,12551416134
2026,61688664741
997,45317423267
1261,03431617343
1262,93569741622
1526,51683935699
1483,53623955688
1910,06919304851
1915,40212375031
2341,93507724194
1296,47986693821
1560,06100887897
1865,47347068849
2297,33935488192
1685,51653147623
2415,56056553458
1949,09767341699
2847,42644972801
437,399398053932
677,995176006959
593,881163740646
834,476941693672
659,708726299136
939,744633340314
900,304504252163
1180,34041129334
767,05521831338
1178,83592529891
1205,21574003568
1616,99644702121
978,969963918592
1540,68462699536
1390,75067090412
1952,46533398089
615,001331626546
863,768581225634
872,528351001356
1121,29560060044
1161,67501385738
1474,63501315069
1581,62719248897
1894,58719178228
914,028024332085
1162,79527393117
1676,55290004001
2096,50507867161
1295,10918506136
2113,06704068779
1543,87643466045
2533,01921931938
704,922287368164
1113,80280757386
1022,45448336296
1431,33500356865
1010,14215403944
1451,22849138869
1419,02267424513
1860,10901159439
1088,69654299373
1505,74853484549
1470,63377412534
1887,68576597709
1507,27399267662
2012,76536516269
1924,32598452838
2429,81735701445
1082,09607952638
1662,16152876458
1455,06125543967
2035,12670467787
1682,88819712334
2156,89862672472
2271,12511800759
2745,13554760898
1603,16713967475
2183,23258891295
2280,67662173204
2868,9135426163
2099,6864569425
2878,24119268789
2679,7519061807
3466,47811357215
511,199851386168
661,45461169772
608,790179038859
759,044939350411
614,44664273297
835,591111740125
764,701403044522
985,845872051677
821,517757176178
971,77251748773
924,76454852298
1075,01930883453
974,541064747368
1201,34199744863
1124,79582505892
1351,59675776019
609,250858380554
927,790360944774
867,891616341324
1186,43111890554
967,086736069333
1281,1604739486
1285,62623863355
1599,69997651282
795,408188153423
1113,94769071764
1153,2440658422
1471,78356840642
1177,60308746866
1590,87194507593
1496,14259003288
1909,41144764015
639,257184780792
945,882981783174
784,324988543238
1090,95078554562
742,503976127594
1011,1259212445
1049,12977312998
1317,75171824689
772,438309716924
1247,34884897197
958,595639489793
1433,50617874484
1078,55654378745
1388,26801491478
1553,4670830425
1863,17855416983
949,575090570802
1256,20088757318
1150,07587425175
1456,70167125413
1130,2741874057
1491,82540139473
1605,18472666075
1966,73594064978
1268,6730753947
1575,29887239708
1532,28271065567
2007,19324991072
1592,72800043011
2017,38806599916
1899,35379743249
2492,29860525421
791,387721668685
999,753594233749
900,392011245643
1108,75788381071
938,14371361884
1170,70214455026
1146,5095861839
1379,06801711533
1124,60099244784
1332,9668650129
1271,35698439799
1479,72285696306
1289,03826194329
1559,34839524791
1497,40413450836
1767,71426781298
935,318173835528
1300,05508309142
1091,79993952224
1456,53684877814
1268,53144461468
1480,44619021989
1633,26835387057
1845,18309947579
1082,07416578568
1446,81107504158
1631,13863004193
1995,87553929783
1362,11007282686
1966,60751700161
1726,84698208275
2331,3444262575
889,438728663071
1266,0893434808
1159,49344854811
1536,14406336584
1119,10525903929
1512,71412027879
1495,75587385702
1889,36473509653
1068,49929877166
1601,52095028022
1298,16582914788
1831,18748065644
1386,03149476645
1739,25216649714
1919,05314627501
2272,2738180057
1270,16997134099
1646,82058615872
1595,65767114453
1972,30828596226
1449,23054144958
1822,19571736287
1982,25219295814
2355,21736887143
1499,83650171721
1876,48711653495
1894,7482653029
2427,76991681146
1948,87834287521
2391,26758257065
2325,52895769295
2924,28923407922
523,60755419829
673,862314509843
621,197881850982
771,452642162534
796,19205952285
1017,33652853
946,446819834402
1167,59128884156
1012,88349404872
1334,32318339278
1285,46799937328
1606,90768871734
1165,90680161991
1562,04544829894
1487,34649096397
1883,48513764299
621,658561192677
940,198063756896
880,299319153447
1198,83882171767
1158,45247294188
1472,52621082115
1648,1769045386
1962,25064241787
977,153604943303
1295,69310750752
1513,94751669251
2003,67194828923
1359,34850425854
1951,57539592624
1677,88800682276
2441,29982752296
803,795424480807
1012,16129704587
912,799714057766
1121,16558662283
1119,88913040872
1352,44756134014
1328,25500297378
1560,81343390521
1051,38880746379
1428,03942228152
1450,39305181777
1827,0436666355
1321,44352734883
1844,00191305727
1698,09414216656
2220,652527875
1315,96672932038
1695,51753091795
1480,40399881584
1859,95480041341
1611,07808420214
1936,56578400567
2158,91362805237
2484,40132785591
1632,0604352483
2011,61123684586
2010,08232855612
2557,91787240635
1920,05184609822
2459,12416971412
2299,60264769579
3006,95971356435
712,607527946497
1019,23332494888
857,675331708944
1164,30112871133
985,192033271057
1253,81397838797
1291,81783027344
1560,43977539035
1201,88346779693
1679,69419383182
1690,31916659859
2168,12989263347
1402,38425147788
2014,374091634
1880,19497751276
2492,18481766888
1008,66851700123
1373,40542625713
1165,15028268795
1529,88719194384
1520,83982184081
1732,75456744602
2056,76166012921
2268,67640573442
1324,76222292915
1689,49913218504
2052,78472124582
2588,70655953422
1604,79812997032
2388,25360820549
1969,53503922622
2924,17544649389
845,788652882629
1320,69919213768
1151,90688695315
1626,8174262082
1201,28369663326
1630,95607205824
1676,1942358883
2105,86661131329
1291,39201792596
1824,41366943452
1690,39626227994
2223,4179137885
1608,92421392076
2131,4825996292
2141,94586542932
2664,50425113776
1382,58256463183
2028,67803291939
1744,13377862086
2390,22924690841
1851,08129466431
2224,0464705776
2555,28787520537
2928,25305111867
1953,92880185955
2600,02427014711
2465,93673249538
3170,14331303645
2439,03415720304
2962,45604976314
3085,1296254906
3666,6626303042
509,029514090325
659,284274401877
707,665095431111
857,919855742664
688,993669897461
1011,18339259271
839,248430209014
1161,43815290426
1036,36528185172
1186,62004216327
1216,32943765886
1366,58419797041
1290,433843111
1593,9521402726
1440,68860342256
1744,20690058416
813,252843137667
1131,79234570189
1172,93885478653
1491,47835735075
1388,10658279783
1803,22557436519
1706,64608536205
2121,76507692941
1076,12753737087
1394,66703993509
1650,98127703103
1969,52077959525
1559,3676903742
2189,65440995286
1877,90719293842
2508,19391251708
726,232494774802
1032,85829177718
972,345552225344
1278,97134922773
906,196650581938
1275,86384938694
1212,82244758432
1582,48964638933
1065,58594176389
1540,49648101894
1328,46063599709
1803,37117525214
1472,74942952251
1859,17826511018
1947,65996877756
2334,08880436523
1253,5682625362
1560,19405953858
1555,11429990524
1861,74009690762
1640,43968142405
2103,03614910117
2115,3502206791
2577,94668835622
1649,38361182043
1956,00940882281
2119,16556913435
2594,0761083894
2074,48379054393
2705,31617816594
2381,10958754632
3180,22671742099
521,437216902447
679,863448860061
720,072798243234
878,499030200848
870,739086687341
1192,92880938259
1029,16531864495
1351,35504134021
1227,73101872427
1557,34217971438
1577,03288850916
1906,64404949928
1481,79957998355
1954,65559112291
1811,41074097367
2284,26675211303
799,582837940507
1114,38010658895
1045,69589539105
