TIME,HV,SPREAD,CORRECT,TOTAL,%CORRECT,OBJ1-MEAN,OBJ1-STDEV,OBJ2-MEAN,OBJ2-STDEV,OBJ3-MEAN,OBJ3-STDEV,OBJ4-MEAN,OBJ4-STDEV,OBJ5-MEAN,OBJ5-STDEV
1100,1.0,1.047292395944144,0,271,0.0,332.8339483394834,36.3762385277679,347.87453874538744,19.85312622982101,174.42066420664207,14.923426231309579,804.6863468634687,83.79350694541786,3358.6329744226905,215.26906632827496,
1200,1.0,1.0340084612738283,0,273,0.0,328.1868131868132,32.50356264088164,347.6263736263736,20.541202238757037,174.3919413919414,14.715004710507731,805.5970695970695,85.83585317946365,3360.594556016505,223.22750886938235,
1300,1.0,1.0448012831391804,0,286,0.0,325.034965034965,29.198479840546106,347.62587412587413,20.768030209467582,174.3041958041958,15.093014056321486,805.5559440559441,85.4425052034257,3362.285358451239,227.78453074649525,
1400,1.0,1.043972151812835,0,282,0.0,319.61347517730496,26.2107436146124,347.1914893617021,20.619454730536372,175.49290780141843,15.243471549421546,800.9787234042553,79.51042289363652,3368.8377552090496,227.93397030007912,
1500,1.0,1.0421525268309697,0,276,0.0,316.42391304347825,25.966073334222788,347.55797101449275,20.62818464335432,176.8514492753623,15.493676763077618,791.9710144927536,78.54306877499756,3368.5461004578456,229.23413516474005,
1600,1.0,1.043623226679208,0,276,0.0,315.2717391304348,25.62781406006303,347.6666666666667,20.441444591927212,177.22101449275362,15.71825281112925,787.8623188405797,80.89048707339329,3366.0722638721254,227.5792548227251,
1700,1.0,1.0331014638856912,0,287,0.0,314.10452961672473,26.53830734025923,347.7560975609756,20.59133869786695,177.55052264808361,15.967193874148451,784.006968641115,82.14476865656232,3365.404137446305,230.90938358803214,
1800,1.0,1.0237748799271091,0,279,0.0,312.85304659498206,27.06576187046382,347.98924731182797,20.716119097767486,176.921146953405,15.824560697382505,785.1111111111111,82.17774152839735,3361.4003452085517,231.4343930763219,
1900,1.0,1.0401599606247773,0,281,0.0,311.16014234875445,27.656883050172357,347.6797153024911,20.952681342371477,176.93594306049823,15.690608177018806,785.9395017793594,83.5581492823743,3360.757768406937,231.2826798661003,
2000,1.0,1.0384743078837337,0,289,0.0,308.3114186851211,28.46900653836466,346.3287197231834,21.479351283939753,177.94809688581316,15.30838943310484,786.2387543252595,85.34660709362107,3371.823541548596,236.2165576724485,
3000,1.0,1.0556160342626235,0,292,0.0,309.4760273972603,29.820974518025547,347.55479452054794,21.95419603601815,177.3013698630137,15.57763142660659,782.6746575342465,86.30338515531288,3355.0693320688843,242.95366194265708,
4000,1.0,1.0529524900050442,0,289,0.0,307.69204152249137,30.029949968991694,347.46712802768167,21.74768314560434,177.2006920415225,15.490856758736562,782.8062283737024,84.82171713795695,3355.2149321623087,242.14891772293652,
5000,1.0,1.0344402873574,0,281,0.0,305.3523131672598,34.374850164484364,349.4982206405694,23.967671666019367,174.4626334519573,16.998205646484045,785.9679715302491,89.96813812729326,3319.308374417771,261.15253480322184,
6000,1.0,1.024602571528977,0,286,0.0,296.1363636363636,36.22094600413141,346.17832167832165,26.19893672069774,175.51048951048952,17.77240224557617,793.0594405594405,96.9964311489401,3344.3303626160914,284.7730816610211,
7000,1.0,1.0420499793710025,0,287,0.0,291.77003484320556,37.423874988602506,346.3240418118467,28.709700682530308,175.43205574912892,18.457638201270957,785.6794425087108,104.92583258635631,3342.934389896366,312.54804414001893,
8000,1.0,1.0550985695832351,0,293,0.0,283.1126279863481,35.54986323022276,342.9453924914676,29.710958337350316,176.81569965870307,18.483462563410658,795.3447098976109,109.62396452553013,3383.7589034373623,326.7164987356696,
9000,1.0,1.066169522807285,0,280,0.0,275.98214285714283,37.970896313317844,339.87857142857143,31.973195885022836,178.76071428571427,20.238838886897533,796.0928571428572,114.79459273157495,3414.9792346766267,355.75036246653497,
10000,1.0,1.0634498138404356,0,290,0.0,272.8758620689655,40.30528035204367,339.3689655172414,33.08752867928126,178.26206896551724,20.641110866141556,796.3931034482758,116.58631826938348,3416.9966215565137,368.16675099831986,
11000,1.0,1.0394126805915782,0,294,0.0,269.04761904761904,42.01551921463406,337.8741496598639,34.792012900835246,179.64625850340136,22.629912995671894,792.3401360544218,117.31471114196053,3428.3640531640094,380.4794849438216,
12000,1.0,1.0461827686925316,0,271,0.0,265.47232472324725,44.25694610295088,336.29151291512915,37.13930942213593,179.92619926199262,22.656957582226344,795.9151291512915,127.53821579031104,3440.4068321029563,401.33205382480133,
13000,1.0,1.0657362849740368,0,285,0.0,266.02456140350876,44.63869881420355,337.9894736842105,38.50873532348497,178.38947368421051,23.528986857279033,791.8421052631579,133.41074807087696,3416.1210812019103,413.24641656284246,
14000,1.0,1.0527927712609664,0,279,0.0,261.93906810035844,43.52373241944422,335.68458781362006,38.13662684700075,178.98566308243727,23.91351971745622,799.0573476702509,132.6895625463275,3436.6989556374615,411.4082762888377,
15000,1.0,1.0580928440992456,0,292,0.0,263.8082191780822,46.1167837198594,338.3664383561644,40.60576377434924,177.236301369863,24.649925338565385,792.7020547945206,138.70853790927399,3402.891994978586,437.1631744236828,
16000,1.0,1.0492685545119527,0,288,0.0,262.03125,49.50205939704541,337.2291666666667,43.646022274849585,177.6875,26.078265948124525,795.9097222222222,147.37633295950025,3412.17489329827,467.17969263488646,
17000,1.0,1.0531272942878083,0,287,0.0,260.35540069686414,50.679829507567405,336.8815331010453,44.846854081357236,178.05226480836237,27.8178630617739,793.4459930313589,147.53201876406098,3411.9937729005997,479.1207075229178,
18000,1.0,1.0688687260590326,0,291,0.0,258.45360824742266,53.07312350776601,336.340206185567,46.85274583626182,177.42611683848799,29.100794235333886,798.127147766323,149.72072851887327,3416.019756824475,501.2346348610852,
19000,1.0,1.0918028329058866,0,292,0.0,261.19520547945206,54.63853428732662,339.4006849315069,47.33587795738686,176.2123287671233,29.647289350119685,784.4041095890411,151.5569461566073,3380.0338095025904,504.34770605351713,
20000,1.0,1.0839818169520499,0,294,0.0,260.8265306122449,56.581653509010216,339.49319727891157,49.188568385809276,175.69727891156464,29.65436138341647,782.9421768707483,158.06691531661593,3373.9185859587155,520.5211651001143,
30000,1.0,1.0935718777444863,0,286,0.0,248.3111888111888,66.27304465796843,335.1118881118881,60.29503277678781,174.56993006993008,37.163506678816496,798.3881118881119,202.1538906947094,3393.729818885482,642.7365754368607,
40000,1.0,1.118596437457797,0,296,0.0,239.58783783783784,74.62133499117795,331.2094594594595,70.45165616551941,173.13513513513513,43.97544595115962,816.7297297297297,232.6984649769518,3411.050509934439,750.2903261568106,
50000,1.0,1.1046136819365664,0,291,0.0,235.74570446735396,85.84552541702868,330.86254295532643,80.47544505477197,172.91752577319588,49.8456731938314,812.786941580756,259.32904962745766,3390.628264486911,848.6899109608014,
60000,1.0,1.1259081646326417,0,299,0.0,235.87290969899666,96.98362394207764,332.7759197324415,90.85318353586877,174.23411371237458,56.87225643469485,790.3745819397993,283.4354464962187,3350.4605830136434,951.8306322231252,
70000,1.0,1.1392458930202631,0,295,0.0,239.40338983050847,106.17036192469587,337.4677966101695,97.91188435800275,171.0677966101695,61.98284738313776,778.8372881355932,301.1574968876398,3289.0536748592726,1021.0978056479446,
80000,1.0,1.124467007425415,0,294,0.0,230.87755102040816,110.17715468467433,331.29931972789115,103.68344779412004,173.1360544217687,65.75631569530161,797.578231292517,318.4710588239319,3350.460568294388,1086.0715612560887,
90000,1.0,1.1274277100204524,0,298,0.0,230.36912751677852,116.43267772778802,331.59060402684565,108.62857803270258,172.41946308724832,68.97510899923748,798.1241610738255,341.6190547141059,3341.950336505705,1136.1467562242915,
100000,1.0,1.1632966787482097,0,295,0.0,229.67457627118645,120.82769296619185,332.664406779661,112.21888079863807,172.7864406779661,71.81712995607553,788.3796610169492,351.08353092678755,3326.408318874786,1167.9081407428907,
110000,1.0,1.1062991130518305,0,298,0.0,228.34563758389262,126.1145133105088,330.9731543624161,118.0890601408501,174.33892617449663,74.61792541660333,786.5369127516778,367.98125177457473,3337.3436273544507,1227.5813044763406,
120000,1.0,1.144654580928775,0,297,0.0,233.2996632996633,133.3551286474838,335.0875420875421,123.33715150936278,170.6127946127946,77.54838766144962,785.5117845117845,385.82971160790856,3289.5922797917037,1284.8795853740626,
180000,1.0,1.0727416071954246,0,300,0.0,234.96666666666667,147.2167751612868,338.53,135.42014535019027,167.25666666666666,85.96490052470385,781.7466666666667,428.37009211921213,3250.1313499121843,1401.6947415123536,
240000,1.0,1.0635291024142628,0,300,0.0,239.09666666666666,156.09345701284926,341.5566666666667,141.44963811272984,165.77666666666667,91.78761784080079,769.99,444.61203676163933,3214.731499902125,1457.6967601383983,
300000,1.0,0.9810817719054388,5,300,1.6666667,244.31333333333333,161.5390205354593,345.2033333333333,144.96517509005014,163.23,95.23908738887974,763.29,458.8565054204491,3176.9728762207847,1489.5829317508221,
360000,1.0,0.9611272111263658,6,300,2.0,244.06,163.07077113940434,344.77666666666664,146.01561602178796,163.83,97.10984038705861,762.0533333333333,467.7854036010766,3178.6150441637647,1499.5200457585327,
420000,1.0,0.9513083602248381,9,300,3.0,242.68,163.02821105563294,343.6066666666667,146.55974420768553,164.10333333333332,97.92445722199442,765.1166666666667,469.8423172252106,3186.462297942184,1504.6139680076717,
480000,1.0,0.9023686797842566,12,300,4.0,242.01,162.33753899411764,343.24,146.17168809314614,163.69333333333333,98.56290354669729,768.36,471.7097805501458,3188.6610580741153,1500.7885837991894,
540000,1.0,0.8563339066922216,12,300,4.0,243.22,163.42683867712793,344.13666666666666,146.75677606918944,162.93333333333334,99.3885081664654,767.6766666666666,473.90821768448905,3179.6285287091755,1506.5140720437328,
600000,1.0,0.9090426192828602,13,300,4.3333335,244.85333333333332,164.4522174439196,345.3466666666667,147.17094308622512,161.95,100.24227734178166,765.7366666666667,474.0925936167133,3167.5208767924964,1509.2779511690846,
1200000,1.0,0.8018187884839422,13,300,4.3333335,246.62333333333333,164.38587162189117,347.8,146.35743916863274,160.76333333333332,100.7124983416767,757.9,475.72636042161844,3136.120263416176,1497.557453204408,
1800000,1.0,0.832246271148983,14,300,4.6666665,247.76,166.35649190819097,347.97,147.37908863426543,159.75,101.7486158792017,762.2466666666667,478.4725270645699,3134.3477201724863,1508.9097741057433,
2400000,1.0,0.7863395234900379,13,300,4.3333335,245.38333333333333,162.790938698142,346.8933333333333,145.5294081009822,160.47,100.81611527925483,764.06,479.20357163387945,3141.1791499246183,1491.5635344276795,
3000000,1.0,0.8171942511790233,12,299,4.0133777,246.39464882943145,164.57826341111536,347.6454849498328,146.36887498107768,160.55183946488293,101.49451682123971,759.4816053511705,477.9434575954486,3134.7877149084975,1500.8111682770905,
